user_id,id,name,artist,album,release_date,popularity,duration_ms,explicit,uri,album_genre,artist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_href,analysis_url,time_signature,primary_genre
clayton,3lNe8vCEfsoZSafUFqpSqH,Lowrider Club,Green Piccolo,Lowrider Club,2023-01-13,42,163738,False,spotify:track:3lNe8vCEfsoZSafUFqpSqH,Unknown,phonk,0.798,0.172,10.0,-21.15,0.0,0.0505,0.863,0.906,0.123,0.299,107.008,audio_features,https://api.spotify.com/v1/tracks/3lNe8vCEfsoZSafUFqpSqH,https://api.spotify.com/v1/audio-analysis/3lNe8vCEfsoZSafUFqpSqH,4.0,
clayton,0gRGZSOzjahEtTsl1uLoBy,Amun Ra,Green Piccolo,Amun Ra,2022-11-22,14,201600,False,spotify:track:0gRGZSOzjahEtTsl1uLoBy,Unknown,phonk,0.719,0.131,3.0,-22.184,0.0,0.0536,0.57,0.794,0.116,0.215,100.027,audio_features,https://api.spotify.com/v1/tracks/0gRGZSOzjahEtTsl1uLoBy,https://api.spotify.com/v1/audio-analysis/0gRGZSOzjahEtTsl1uLoBy,4.0,
clayton,4a074b1YQNkbNBAIDjEXHI,Venus,Zion I,The Alpha: 1996 - 2006 (Digital Box Set),2009-09-08,37,273200,True,spotify:track:4a074b1YQNkbNBAIDjEXHI,Unknown,alternative hip hop,0.675,0.553,10.0,-8.131,0.0,0.202,0.782,2.93e-06,0.118,0.568,86.108,audio_features,https://api.spotify.com/v1/tracks/4a074b1YQNkbNBAIDjEXHI,https://api.spotify.com/v1/audio-analysis/4a074b1YQNkbNBAIDjEXHI,4.0,
clayton,63WbVQui239rQojs89tMxg,Care for You,Gbiscuit,Finding Myself EP,2023-01-13,0,128000,False,spotify:track:63WbVQui239rQojs89tMxg,Unknown,Unknown,0.74,0.298,6.0,-13.98,0.0,0.057,0.242,0.918,0.0905,0.164,90.011,audio_features,https://api.spotify.com/v1/tracks/63WbVQui239rQojs89tMxg,https://api.spotify.com/v1/audio-analysis/63WbVQui239rQojs89tMxg,4.0,
clayton,1n9nNIys3sAAZ1UqXQdJCS,Haunted by You,Gbiscuit,Finding Myself EP,2023-01-13,0,180000,False,spotify:track:1n9nNIys3sAAZ1UqXQdJCS,Unknown,Unknown,0.557,0.197,10.0,-15.984,1.0,0.208,0.206,0.0326,0.1,0.482,79.97,audio_features,https://api.spotify.com/v1/tracks/1n9nNIys3sAAZ1UqXQdJCS,https://api.spotify.com/v1/audio-analysis/1n9nNIys3sAAZ1UqXQdJCS,4.0,
clayton,4sjzqWBQ1gdsi7TGo7brjX,Phat Rabbit,Ludacris,Back For The First Time,2000-01-01,0,299827,True,spotify:track:4sjzqWBQ1gdsi7TGo7brjX,Unknown,atl hip hop,0.816,0.818,9.0,-6.314,1.0,0.184,0.217,0.0,0.138,0.766,143.07,audio_features,https://api.spotify.com/v1/tracks/4sjzqWBQ1gdsi7TGo7brjX,https://api.spotify.com/v1/audio-analysis/4sjzqWBQ1gdsi7TGo7brjX,4.0,
clayton,3b2Ph5pbTDpzafQ4Ol8N0m,Long Hot Summer Days,John Hartford,Mark Twang,1976-01-01,30,288760,False,spotify:track:3b2Ph5pbTDpzafQ4Ol8N0m,Unknown,banjo,0.591,0.177,9.0,-17.299,1.0,0.0811,0.926,0.00106,0.294,0.522,70.959,audio_features,https://api.spotify.com/v1/tracks/3b2Ph5pbTDpzafQ4Ol8N0m,https://api.spotify.com/v1/audio-analysis/3b2Ph5pbTDpzafQ4Ol8N0m,4.0,
clayton,63v6PlSMV5sxVjoGCkI6le,The Greatest Gift,Snoop Dogg,Funky Christmas,2020-12-17,7,191852,False,spotify:track:63v6PlSMV5sxVjoGCkI6le,Unknown,g funk,0.645,0.238,0.0,-12.628,1.0,0.0269,0.617,0.0,0.232,0.412,80.904,audio_features,https://api.spotify.com/v1/tracks/63v6PlSMV5sxVjoGCkI6le,https://api.spotify.com/v1/audio-analysis/63v6PlSMV5sxVjoGCkI6le,4.0,
clayton,31mDIYpFbv1oTJmyRCyR06,FRONT SEAT,Local Stranger,STAY INSIDE: VOLUME II,2021-07-10,1,186327,True,spotify:track:31mDIYpFbv1oTJmyRCyR06,Unknown,phonk,0.747,0.468,9.0,-11.292,1.0,0.0512,0.0119,0.0803,0.0895,0.2,113.991,audio_features,https://api.spotify.com/v1/tracks/31mDIYpFbv1oTJmyRCyR06,https://api.spotify.com/v1/audio-analysis/31mDIYpFbv1oTJmyRCyR06,4.0,
clayton,3j4yKzIaTnsruQDmfaw2kK,Mask 2 My Face,Gangsta Boo,"Both Worlds, *69",2001-07-31,43,250093,True,spotify:track:3j4yKzIaTnsruQDmfaw2kK,Unknown,alternative r&b,0.947,0.856,0.0,-4.365,1.0,0.0459,0.0548,4.23e-06,0.264,0.733,139.844,audio_features,https://api.spotify.com/v1/tracks/3j4yKzIaTnsruQDmfaw2kK,https://api.spotify.com/v1/audio-analysis/3j4yKzIaTnsruQDmfaw2kK,4.0,
clayton,0eu5Ohz7zQ0AsocbCEy0jx,King Of Memphis,North Posse,PARIS ROBBERY II,2022-03-26,20,123768,True,spotify:track:0eu5Ohz7zQ0AsocbCEy0jx,Unknown,phonk,0.477,0.607,1.0,-9.097,1.0,0.0547,0.00689,0.0405,0.315,0.821,150.996,audio_features,https://api.spotify.com/v1/tracks/0eu5Ohz7zQ0AsocbCEy0jx,https://api.spotify.com/v1/audio-analysis/0eu5Ohz7zQ0AsocbCEy0jx,4.0,
clayton,19DRIMmEiXiwAxzxSBtK3P,Come and See,North Posse,PARIS ROBBERY II,2022-03-26,17,165010,True,spotify:track:19DRIMmEiXiwAxzxSBtK3P,Unknown,phonk,0.898,0.563,10.0,-8.143,0.0,0.0681,0.0178,0.73,0.0956,0.279,127.964,audio_features,https://api.spotify.com/v1/tracks/19DRIMmEiXiwAxzxSBtK3P,https://api.spotify.com/v1/audio-analysis/19DRIMmEiXiwAxzxSBtK3P,4.0,
clayton,6ICM2yGBLbkhQxREkX4gpm,Crypto Muddy,North Posse,Trippy Series I,2022-07-11,11,158807,False,spotify:track:6ICM2yGBLbkhQxREkX4gpm,Unknown,phonk,0.936,0.405,10.0,-8.567,0.0,0.236,0.0145,1.12e-05,0.148,0.553,121.021,audio_features,https://api.spotify.com/v1/tracks/6ICM2yGBLbkhQxREkX4gpm,https://api.spotify.com/v1/audio-analysis/6ICM2yGBLbkhQxREkX4gpm,4.0,
clayton,6P3kfHVP2VepNRTveXfj7q,Local Job,North Posse,PARIS ROBBERY,2021-12-10,17,118856,True,spotify:track:6P3kfHVP2VepNRTveXfj7q,Unknown,phonk,0.911,0.618,11.0,-3.846,0.0,0.109,0.00283,0.032,0.0856,0.502,134.975,audio_features,https://api.spotify.com/v1/tracks/6P3kfHVP2VepNRTveXfj7q,https://api.spotify.com/v1/audio-analysis/6P3kfHVP2VepNRTveXfj7q,4.0,
clayton,0iHb9FoGsp5IsRVdgBJFDS,ROLLIN,120SEVEN,LIFETIME HUSTLAZ,2021-05-23,5,166229,True,spotify:track:0iHb9FoGsp5IsRVdgBJFDS,Unknown,phonk,0.775,0.578,1.0,-10.917,1.0,0.126,0.187,0.000266,0.107,0.224,121.976,audio_features,https://api.spotify.com/v1/tracks/0iHb9FoGsp5IsRVdgBJFDS,https://api.spotify.com/v1/audio-analysis/0iHb9FoGsp5IsRVdgBJFDS,4.0,
clayton,514WhHeK55mbqOFfHfIgAF,FIEND FOR THE JUICE,120SEVEN,PAPER CHASE,2021-07-14,4,156894,True,spotify:track:514WhHeK55mbqOFfHfIgAF,Unknown,phonk,0.786,0.545,7.0,-14.539,1.0,0.262,0.0678,1.35e-05,0.347,0.491,110.066,audio_features,https://api.spotify.com/v1/tracks/514WhHeK55mbqOFfHfIgAF,https://api.spotify.com/v1/audio-analysis/514WhHeK55mbqOFfHfIgAF,4.0,
clayton,26hhp0HNmLzClR4o43OLhG,Northside Playground,Soudiere,Game Is Tight,2020-06-19,14,153599,False,spotify:track:26hhp0HNmLzClR4o43OLhG,Unknown,phonk,0.857,0.54,9.0,-5.979,0.0,0.0535,0.000589,0.888,0.471,0.932,125.053,audio_features,https://api.spotify.com/v1/tracks/26hhp0HNmLzClR4o43OLhG,https://api.spotify.com/v1/audio-analysis/26hhp0HNmLzClR4o43OLhG,4.0,
clayton,0Vah3SI3I2gKFOyrwVMXBT,"Kinda Paranoid, Pt. 2",Soudiere,"Young Pirelli, Vol. 6",2019-07-04,17,227381,False,spotify:track:0Vah3SI3I2gKFOyrwVMXBT,Unknown,phonk,0.698,0.661,10.0,-8.198,1.0,0.037,0.335,0.127,0.102,0.883,151.979,audio_features,https://api.spotify.com/v1/tracks/0Vah3SI3I2gKFOyrwVMXBT,https://api.spotify.com/v1/audio-analysis/0Vah3SI3I2gKFOyrwVMXBT,4.0,
clayton,73kg0a3FMc3fdkr6tjYum3,Watch Yo Back,Dj Smokey,Adventures in Nightmare Land,2018-08-31,20,272588,False,spotify:track:73kg0a3FMc3fdkr6tjYum3,Unknown,phonk,0.715,0.589,5.0,-9.419,0.0,0.156,0.0231,0.000741,0.26,0.547,149.957,audio_features,https://api.spotify.com/v1/tracks/73kg0a3FMc3fdkr6tjYum3,https://api.spotify.com/v1/audio-analysis/73kg0a3FMc3fdkr6tjYum3,4.0,
clayton,5SkKkA6506qMYPQv5VpHq9,Drugz,Dj Smokey,ISSUE 10,2020-02-12,0,217179,True,spotify:track:5SkKkA6506qMYPQv5VpHq9,Unknown,phonk,0.742,0.401,8.0,-10.907,1.0,0.0403,0.0471,0.599,0.136,0.139,114.998,audio_features,https://api.spotify.com/v1/tracks/5SkKkA6506qMYPQv5VpHq9,https://api.spotify.com/v1/audio-analysis/5SkKkA6506qMYPQv5VpHq9,4.0,
clayton,6IgUXUKYUCFVu5ezTuTYNL,PANIC ATTACK,SPYDER550,ETERNAL BLESSING,2021-07-02,36,160010,True,spotify:track:6IgUXUKYUCFVu5ezTuTYNL,Unknown,drift phonk,0.927,0.476,4.0,-12.533,0.0,0.121,0.0381,0.693,0.663,0.259,120.002,audio_features,https://api.spotify.com/v1/tracks/6IgUXUKYUCFVu5ezTuTYNL,https://api.spotify.com/v1/audio-analysis/6IgUXUKYUCFVu5ezTuTYNL,4.0,
clayton,0yhuVwYJf0sDaIThIvEuTG,drippppppp,Jetson,THROWED TAPES,2021-05-31,43,75531,True,spotify:track:0yhuVwYJf0sDaIThIvEuTG,Unknown,phonk,0.663,0.579,8.0,-9.647,1.0,0.381,0.0144,0.000274,0.149,0.564,139.828,audio_features,https://api.spotify.com/v1/tracks/0yhuVwYJf0sDaIThIvEuTG,https://api.spotify.com/v1/audio-analysis/0yhuVwYJf0sDaIThIvEuTG,4.0,
clayton,0n2fXmgtG21bEktp8iqS28,throwed,Jetson,THROWED TAPES,2021-05-31,24,111107,True,spotify:track:0n2fXmgtG21bEktp8iqS28,Unknown,phonk,0.896,0.435,1.0,-3.576,1.0,0.14,0.0595,4.62e-05,0.121,0.455,121.061,audio_features,https://api.spotify.com/v1/tracks/0n2fXmgtG21bEktp8iqS28,https://api.spotify.com/v1/audio-analysis/0n2fXmgtG21bEktp8iqS28,4.0,
clayton,03xn2pbADwZuf06gjGOhKP,Trapping Stupid Hard,Hymbeats,Talez from DA Krypt,2017-11-24,29,174000,True,spotify:track:03xn2pbADwZuf06gjGOhKP,Unknown,phonk,0.47,0.608,1.0,-6.658,1.0,0.0624,0.00248,0.399,0.249,0.0794,119.978,audio_features,https://api.spotify.com/v1/tracks/03xn2pbADwZuf06gjGOhKP,https://api.spotify.com/v1/audio-analysis/03xn2pbADwZuf06gjGOhKP,4.0,
clayton,3rFzc8CLVDZ7OOtFa2jPYP,Moanin',Charles Mingus,Blues & Roots,1960-03,47,482960,False,spotify:track:3rFzc8CLVDZ7OOtFa2jPYP,Unknown,avant-garde jazz,0.488,0.476,5.0,-10.316,0.0,0.0497,0.438,0.000279,0.11,0.583,110.951,audio_features,https://api.spotify.com/v1/tracks/3rFzc8CLVDZ7OOtFa2jPYP,https://api.spotify.com/v1/audio-analysis/3rFzc8CLVDZ7OOtFa2jPYP,4.0,
clayton,0Ntv1Sl6kaeA2UQN45H5M1,"Althea - Live at Wrigley Field, Chicago, IL 9/18/21",Dead & Company,"Wrigley Field, Chicago, IL 9/18/21 (Live)",2022-09-30,16,542128,False,spotify:track:0Ntv1Sl6kaeA2UQN45H5M1,Unknown,jam band,0.57,0.502,9.0,-12.878,1.0,0.048,0.0891,0.0421,0.977,0.675,79.349,audio_features,https://api.spotify.com/v1/tracks/0Ntv1Sl6kaeA2UQN45H5M1,https://api.spotify.com/v1/audio-analysis/0Ntv1Sl6kaeA2UQN45H5M1,4.0,
clayton,2hJf188Sz3XxfBDmYK1IMC,2012,Joey Purp,QUARTERTHING,2018-09-13,46,183881,True,spotify:track:2hJf188Sz3XxfBDmYK1IMC,Unknown,chicago rap,0.956,0.427,6.0,-7.39,0.0,0.447,0.799,0.0,0.0886,0.271,123.083,audio_features,https://api.spotify.com/v1/tracks/2hJf188Sz3XxfBDmYK1IMC,https://api.spotify.com/v1/audio-analysis/2hJf188Sz3XxfBDmYK1IMC,4.0,
clayton,7u9WD7QybOVswwCvQ8eWsk,Ghetto Ballin',La Chat,Murder She Spoke,2001-10-23,37,167200,True,spotify:track:7u9WD7QybOVswwCvQ8eWsk,Unknown,crunk,0.892,0.645,7.0,-8.164,1.0,0.112,0.256,2.96e-05,0.137,0.147,99.695,audio_features,https://api.spotify.com/v1/tracks/7u9WD7QybOVswwCvQ8eWsk,https://api.spotify.com/v1/audio-analysis/7u9WD7QybOVswwCvQ8eWsk,4.0,
clayton,0fCwTrRNfoNk962ati8n2K,All Your'n,Tyler Childers,Country Squire,2019-08-02,79,218280,False,spotify:track:0fCwTrRNfoNk962ati8n2K,Unknown,kentucky indie,0.585,0.55,11.0,-7.342,1.0,0.0255,0.408,3.97e-05,0.115,0.839,78.176,audio_features,https://api.spotify.com/v1/tracks/0fCwTrRNfoNk962ati8n2K,https://api.spotify.com/v1/audio-analysis/0fCwTrRNfoNk962ati8n2K,4.0,
clayton,2MnxzCYzPNXcQGMkboM1t0,DRINK MORE WATER,Kam Robinson,DRINK MORE WATER,2020-06-02,35,194142,True,spotify:track:2MnxzCYzPNXcQGMkboM1t0,Unknown,Unknown,0.906,0.644,4.0,-8.383,1.0,0.234,0.0871,0.0,0.374,0.738,126.93,audio_features,https://api.spotify.com/v1/tracks/2MnxzCYzPNXcQGMkboM1t0,https://api.spotify.com/v1/audio-analysis/2MnxzCYzPNXcQGMkboM1t0,4.0,
clayton,4dYAHmdTzOZDcJCMy5uLPp,Midas Whale,The Floozies,Midas Whale,2022-11-18,34,212308,False,spotify:track:4dYAHmdTzOZDcJCMy5uLPp,Unknown,glitch hop,0.691,0.665,2.0,-5.301,1.0,0.146,0.0239,0.0249,0.169,0.495,130.094,audio_features,https://api.spotify.com/v1/tracks/4dYAHmdTzOZDcJCMy5uLPp,https://api.spotify.com/v1/audio-analysis/4dYAHmdTzOZDcJCMy5uLPp,4.0,
clayton,2E4SwOpQF3l8o5A8h9eof8,Pause,Cal Scruby,House in the Hills,2015-09-04,23,220690,True,spotify:track:2E4SwOpQF3l8o5A8h9eof8,Unknown,deep underground hip hop,0.606,0.512,8.0,-6.135,1.0,0.433,0.0417,0.0,0.13,0.319,174.161,audio_features,https://api.spotify.com/v1/tracks/2E4SwOpQF3l8o5A8h9eof8,https://api.spotify.com/v1/audio-analysis/2E4SwOpQF3l8o5A8h9eof8,4.0,
clayton,7aIMRiR7lyfdxgAa4G73mn,Green Light (feat. Key Glock),Young Dolph,Rich Slave (Deluxe),2021-01-22,58,163012,True,spotify:track:7aIMRiR7lyfdxgAa4G73mn,Unknown,memphis hip hop,0.874,0.712,5.0,-6.101,1.0,0.28,0.0219,0.0,0.108,0.692,165.915,audio_features,https://api.spotify.com/v1/tracks/7aIMRiR7lyfdxgAa4G73mn,https://api.spotify.com/v1/audio-analysis/7aIMRiR7lyfdxgAa4G73mn,4.0,
clayton,6km1CttFobu2QezdtOJ3qm,I Think I Can Fly (feat. Snoop Dogg),Young Dolph,Role Model,2018-09-21,51,250320,True,spotify:track:6km1CttFobu2QezdtOJ3qm,Unknown,memphis hip hop,0.876,0.502,9.0,-6.474,1.0,0.312,0.000461,0.0,0.121,0.27,135.973,audio_features,https://api.spotify.com/v1/tracks/6km1CttFobu2QezdtOJ3qm,https://api.spotify.com/v1/audio-analysis/6km1CttFobu2QezdtOJ3qm,4.0,
